en_type_abbr,en_type,en_cui,en,en_zh
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0010654,Cysteine,半胱氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0010754,Cytochromes c',细胞色素c'
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0010798,Cytochromes,细胞色素
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0010798|9360,Cytochromes|PPIG,细胞色素| ppig
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0010803,Cytokeratin,细胞角蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0010852,Cytoskeletal Proteins,细胞骨架蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0011696,Desmin,结蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0012940,DNA-Binding Proteins,dna结合蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0013729,Eukaryotic Initiation Factor-2,真核起始因子-2
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015498,Factor V,因子v
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015513,Factor VIII-Related Antigen,因子viii相关抗原
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015513|1351,Factor VIII-Related Antigen|COX8A,因子viii相关抗原| cox8a
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015514,Factor VIIIa,因子viiia
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015518,Factor X,因子x
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015522,Factor XI,因子xi
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015525,Factor XII,因子xii
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015533,Factor XIIIa,因子xiiia
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015936,Fetal Hemoglobin,胎儿血红蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0015961,Fetoprotein,胎蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0016026,Fibroblast Growth Factor,成纤维细胞生长因子
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0016055,Fibronectins,纤连蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0016055|2335,Fibronectins|FN1,纤连蛋白| fn1
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0016194,Flagellin,鞭毛蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017019,gamma-Actin,γ-肌动蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017278,"Gene Products, env",基因产物，env
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017279,"Gene Products, gag",基因产物，gag
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017622,Gliadin,麦醇溶蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017626,Glial Fibrillary Acidic Protein,胶质纤维酸性蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017649,Globulins,球蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017742,Glucose Transporter,葡萄糖转运蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017842,Gluten,面筋
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0017853,"Hemoglobin, Glycosylated",血红蛋白，糖基化
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0018284,Growth Factor,生长因子
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0018595,Haptoglobins,触珠蛋白类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0018847,Heat Shock Protein 27,热休克蛋白27
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0018847|3315|3316,Heat Shock Protein 27|HSPB1|HSPB2,热休克蛋白27 | hspb1 | hspb2
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0018850,Heat shock proteins,热休克蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0018850|7190,Heat shock proteins|HSP90B2P,热休克蛋白| hsp90b2p
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019024,Hemoglobin E,血红蛋白e
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019043,Sickle Hemoglobin,镰状血红蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019046,Hemoglobin,血红蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019113,Hemosiderin,含铁血黄素
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019534,High Mobility Group Proteins,高迁移率族蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019644,Histone H1,组蛋白h1
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019647,Histone H3,组蛋白h3
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019648,Histone H4,组蛋白h4
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019652,Histones,组蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019691,HIV Envelope Protein gp120,hiv包膜蛋白gp120
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019701,HIV tat Protein,hiv tat蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019701|6898,HIV tat Protein|TAT,hiv tat蛋白| tat
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019796,HMGB1 Protein,hmgb1蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019797,HMGN1 Protein,hmgn1蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019799,HMGN2 Protein,hmgn2蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0019878,homocysteine,同型半胱氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0021665,Insulin-Like Growth Factor I,胰岛素样生长因子i
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0021665|3630,Insulin-Like Growth Factor I|INS,胰岛素样生长因子i | ins
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0021666,Insulin-Like Growth Factor II,胰岛素样生长因子ii
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0021666|3481,Insulin-Like Growth Factor II|IGF2,胰岛素样生长因子ii | igf2
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0021769,Intermediate Filament Proteins,中间丝蛋白质类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022009,Ion Channel,离子通道
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022564,Keratin,角蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022713,Kininogens,激肽原类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022714,Kinins,激肽类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022818,Kynurenine,犬尿氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022942,Lactoferrin,乳铁蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0022984,Laminin,层粘连蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0023206,Lectin,凝集素
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0023820,Lipoproteins,脂蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0025248,Membrane Glycoproteins,膜糖蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0025252,Membrane Proteins,膜蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0025545,Metallothionein,金属硫蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0025549,Metallothionein II,金属硫蛋白ii
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0026045,Microtubule-Associated Proteins,微管相关蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0026138,Milk Proteins,牛奶蛋白质
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0026682,Mucins,粘蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0026832,Muscle Proteins,肌肉蛋白质
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0026972,Myelin Proteins,髓鞘蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027015,Myeloma Proteins,骨髓瘤蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027100,Myosin Heavy Chains,肌球蛋白重链
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027215,N-Cadherins,n-钙粘蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027229,N-Formylmethionine Leucyl-Phenylalanine,n-甲酰甲硫氨酸亮氨酰苯丙氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027481,Atrial Natriuretic Factor,心房利钠因子
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027554|6285,nef Protein|S100B,nef蛋白| s100b
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027642,Neoplasm Proteins,肿瘤蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027752,Nerve Growth Factor 1,神经生长因子1
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027754,Nerve Growth Factors,神经生长因子
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027754|4803,Nerve Growth Factors|NGF,神经生长因子| ngf
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027758,S100 Proteins,s100蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027758|6271|6285,S100 Proteins|S100A1|S100B,s100蛋白质| s100a1 | s100b
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0027759,Nerve Tissue Proteins,神经组织蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0028589,Nuclear Proteins,核蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0028608,Nucleolar Proteins,核仁蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0028612,Nucleoproteins,核蛋白类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0028623,Nucleosomes,核小体
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0029005,Oncogene Proteins,癌基因蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0029015,"Oncogene Proteins, Viral",癌基因蛋白，病毒
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0029297,Orosomucoid,口腔粘液
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0029419,Osteocalcin,骨钙素
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0029923,Ovalbumin,卵清蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0030128|1001,P-Cadherin|CDH3,p-钙粘蛋白| cdh3
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0030190,Plasminogen Activator Inhibitor 1,纤溶酶原激活物抑制剂1
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0030190|5054|5055,Plasminogen Activator Inhibitor 1|SERPINE1|SERPINB2,纤溶酶原激活物抑制剂1 | serpine1 | serpinb2
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0030191,Plasminogen Activator Inhibitor 2,纤溶酶原激活物抑制剂2
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0030943,Peptide Initiation Factors,肽起始因子
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0030947,Peptide PHI,肽phi
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0031689,Phosphoproteins,磷蛋白类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0031721,Phosphoserine,磷酸丝氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0031789,Phycoerythrin,藻红蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0031861,Phytomitogens,植物丝裂原
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032120,Plasma Proteins,血浆蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032145,Plasminogen Inactivators,纤溶酶原灭活剂
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032200,Platelet-Derived Growth Factor,血小板衍生生长因子
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032583,Polyproteins,多聚蛋白质类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032824,Potassium Channel,钾离子通道
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032923,Prealbumin,前白蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032923|7276,Prealbumin|TTR,前白蛋白| ttr
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0032974,Pregnancy Proteins,妊娠蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0033002,Pregnancy-Specific beta 1-Glycoproteins,妊娠特异性β1-糖蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0033240,Type III Procollagen,iii型前胶原
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0033382,Proline,脯氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0033684,Proteins,蛋白质
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0033692,Proteoglycan,蛋白多糖
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0034481,R-Binder,r粘合剂
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0035285,Reticulin,网状
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0035342,Retinol Binding Proteins,视黄醇结合蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0035544,Ribonucleoproteins,核糖核蛋白类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0035552,Ribosomal Proteins,核糖体蛋白质类
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0036001,S-Adenosylhomocysteine,s-腺苷高半胱氨酸
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0036774,"Serum Albumin, Bovine",血清白蛋白，牛
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0036800,Serum Globulins,血清球蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0036825,Serum Proteins,血清蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0036883,Sex Hormone-Binding Globulin,性激素结合球蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0037027,Sialoglycopeptides,唾液酸糖肽
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0037028,Sialoglycoproteins,唾液糖蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0037799,Spectrin,光谱
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0039190,T-Kininogen,t-激肽原
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0039341|6898,tat Protein|TAT,tat蛋白| tat
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0039938,Thioredoxin,硫氧还蛋白
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0039938|7295,Thioredoxin|TXN,硫氧还蛋白| txn
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0040052,Thrombopoietin,血小板生成素
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0040052|7066,Thrombopoietin|THPO,血小板生成素| thpo
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0040627,Trans-Activators,反式激活剂
aapp;bacs;gngm,"Amino Acid, Peptide, or Protein;Biologically Active Substance;Gene or Genome",C0040640,Transcobalamin II,跨钴胺II
